Unnamed: 0,Comment,Rating
5432,"overall good product, mobile colour is good i liked it, camera back is good front is perfect, online buying is good beneficial for me.I recommend to all that buy online fon its better , always available in color and design. Backup also nice, i ordered and received before time same product nothing damage so i am happy for this. Thanks flipkart",5
5433,"I GOT THIS PHONE WITH SUPERB EXCHANGE DEAL

Camera is not good upto 50mp
Battery 🔋 is very good 👍
Display is HD only not sAmoled
Speakers sound good
Runs very smooth no lagging 👌.
Overall its good budget smartphone.",5
5434,"Front camera can be a bit better,
Apart from that for 11k , u get a beast of a phone
No competition for this price ,
18 watt for 6000 mah battery ,
Helio g 85 , 128 gb rom 4gb ram , looks good in blue color , clean U.I.
I LOVE IT FOR WHAT I PAID😁❤️❤️",4
5435,"This mobile has good features but battery doesn't seems to be an that much good performance though having 6000 Mah others features are great and display is awesome gaming performance is also good as well so overall nice phone and only big draw back Narzo should start giving silicon case which is not provided in the box.

Basic need to protect the mobile.",4
5436,Very nice product with bright display and also smooth and great performance,5
5437,Price wise perfect 👌.. Its claiming fast charging but its not.. Camera is good but not as expected.. Nyc performance.,4
5438,Mobile is good battery 6000ma super camera guality Vera level performance is good phone oxygen Blue closers super,5
5439,Front and back camera,5
5440,Camera quality is not so good.battery is super,5
5441,Amazing mobile.Thanks flipkart.,5
5442,"Thanks again Flipkart team the wonderful delivery on time. Kind delivery boy.
This product purchased for my Mom 😍 and she is very happy gifted to mom on her birthday 🎉
She is so happy!
Amazing product from realme

a. Awesome built quality
b. Best Battery 🔋 little bit heavy but, it's fine to handle afterall it has 6000 mh battery 🔋
c. Camera is good 🤳 front and back both. It will be better maybe after some updates.
d. Display is also good

Thanks again!",4
5443,"Positive sides :
1. Battery is very very powerful. Certainly exceeds your expectations.
2. performance wise this phone is a very good purchase . smoothly functioning ..no lag..no heating issue.
3. Day light pic quality is above average. Selfie camera good.
4. There is dedicated slot for memory card apart from slots for 2 sim cards.

Negative sides :
1. Both rear and front camera in low light disappointing.
2. Display could have been Full HD+ instead of HD+. Realme has disappointed its custome...
READ MORE",4
5444,"Excellent!!
Very good mobile. I ordered it to my friend and he is very happy with it. Camera quality is good and battery backup is superb. Oxygen blue colour looks very attractive and rich. Highly recommended guys. Go for it.....",5
5445,Best phone superb design and colour and performance is so good . Value for money i like it.,5
5446,"I bought it as a secondary device but was surprised by the camera quality at daylight (low light pics though are bit disappointing)
Battery backup is quite good with 2 days of back up with normal usage.
Display is also good for the price which one is paying.
No lags whatsoever though I haven't tried any high graphics games on this one.
Finger print sensor too is very responsive but is slightly misplaced on the back panel(should have been at the centre).
Over all a good budget phone(a complete...
READ MORE",4
5447,"It is a decent budgeted smart phone and main pros are Durable battery , big display good performance and good design with gaming processor from Helio G85. And Android 11

The corns are bit heavy and need lots of time to charge and heat bit while charging the phone.",4
5448,I gift this to my mom. The joy in her eyes tells everything. Fantabulous phone. Thanks Realme and FlipKart for bringing this wonderful phone. Packaging was superb. Easy tracking and above all... Super quick delivery. Overall 5 star from my side. Thanks!,5
5449,"First of all thanks to flipkart for excellent service. otherwise realme narzo 50 A is realy worst one in realme series, camera quality is so poor, it's not like 50mp camera it's like 2mp camera clarity is very dull n blur, don't buy if you want good camera phone",2
5450,"Display could have FHD....camera is ok.
Rest are ok in this price. I assure you you will not be excited very okies phone. According to you must go another Better options in this price range.",3
5451,"Very nice mobile and battry is very extra powar and camera is nice this price range
And delivery boy is very honest ..... Delivery boy rating is 5/5",5
5452,"Thanks again Flipkart team the wonderful delivery on time. Kind delivery boy.
This product purchased for my Mom 😍 and she is very happy gifted to mom on her birthday 🎉
She is so happy!
Amazing product from realme

a. Awesome built quality
b. Best Battery 🔋 little bit heavy but, it's fine to handle afterall it has 6000 mh battery 🔋
c. Camera is good 🤳 front and back both. It will be better maybe after some updates.
d. Display is also good

Thanks again!",4
5453,"Positive sides :
1. Battery is very very powerful. Certainly exceeds your expectations.
2. performance wise this phone is a very good purchase . smoothly functioning ..no lag..no heating issue.
3. Day light pic quality is above average. Selfie camera good.
4. There is dedicated slot for memory card apart from slots for 2 sim cards.

Negative sides :
1. Both rear and front camera in low light disappointing.
2. Display could have been Full HD+ instead of HD+. Realme has disappointed its custome...
READ MORE",4
5454,"Excellent!!
Very good mobile. I ordered it to my friend and he is very happy with it. Camera quality is good and battery backup is superb. Oxygen blue colour looks very attractive and rich. Highly recommended guys. Go for it.....",5
5455,Best phone superb design and colour and performance is so good . Value for money i like it.,5
5456,"I bought it as a secondary device but was surprised by the camera quality at daylight (low light pics though are bit disappointing)
Battery backup is quite good with 2 days of back up with normal usage.
Display is also good for the price which one is paying.
No lags whatsoever though I haven't tried any high graphics games on this one.
Finger print sensor too is very responsive but is slightly misplaced on the back panel(should have been at the centre).
Over all a good budget phone(a complete...
READ MORE",4
5457,"It is a decent budgeted smart phone and main pros are Durable battery , big display good performance and good design with gaming processor from Helio G85. And Android 11

The corns are bit heavy and need lots of time to charge and heat bit while charging the phone.",4
5458,I gift this to my mom. The joy in her eyes tells everything. Fantabulous phone. Thanks Realme and FlipKart for bringing this wonderful phone. Packaging was superb. Easy tracking and above all... Super quick delivery. Overall 5 star from my side. Thanks!,5
5459,"First of all thanks to flipkart for excellent service. otherwise realme narzo 50 A is realy worst one in realme series, camera quality is so poor, it's not like 50mp camera it's like 2mp camera clarity is very dull n blur, don't buy if you want good camera phone",2
5460,"Display could have FHD....camera is ok.
Rest are ok in this price. I assure you you will not be excited very okies phone. According to you must go another Better options in this price range.",3
5461,"Very nice mobile and battry is very extra powar and camera is nice this price range
And delivery boy is very honest ..... Delivery boy rating is 5/5",5
5462,"overall good product, mobile colour is good i liked it, camera back is good front is perfect, online buying is good beneficial for me.I recommend to all that buy online fon its better , always available in color and design. Backup also nice, i ordered and received before time same product nothing damage so i am happy for this. Thanks flipkart",5
